0.2443,0,3x3 dconv,0,3x3 dconv
0.2526,0,3x3 dconv,0,5x5 dconv
0.2808,0,3x3 dconv,0,7x7 dconv
0.3886,0,3x3 dconv,0,1x7-7x1 conv
0.2479,0,3x3 dconv,0,3x3 maxpool
0.2437,0,3x3 dconv,0,3x3 avgpool
0.2741,0,5x5 dconv,0,3x3 dconv
0.2619,0,5x5 dconv,0,5x5 dconv
0.2695,0,5x5 dconv,0,7x7 dconv
0.3754,0,5x5 dconv,0,1x7-7x1 conv
0.2387,0,5x5 dconv,0,3x3 maxpool
0.2284,0,5x5 dconv,0,3x3 avgpool
0.2958,0,7x7 dconv,0,3x3 dconv
0.2604,0,7x7 dconv,0,5x5 dconv
0.2438,0,7x7 dconv,0,7x7 dconv
0.3566,0,7x7 dconv,0,1x7-7x1 conv
0.2643,0,7x7 dconv,0,3x3 maxpool
0.2299,0,7x7 dconv,0,3x3 avgpool
0.3524,0,1x7-7x1 conv,0,3x3 dconv
0.3512,0,1x7-7x1 conv,0,5x5 dconv
0.3608,0,1x7-7x1 conv,0,7x7 dconv
0.3943,0,1x7-7x1 conv,0,1x7-7x1 conv
0.3705,0,1x7-7x1 conv,0,3x3 maxpool
0.3858,0,1x7-7x1 conv,0,3x3 avgpool
0.2634,0,3x3 maxpool,0,3x3 dconv
0.2429,0,3x3 maxpool,0,5x5 dconv
0.2395,0,3x3 maxpool,0,7x7 dconv
0.3377,0,3x3 maxpool,0,1x7-7x1 conv
0.1359,0,3x3 maxpool,0,3x3 maxpool
0.1388,0,3x3 maxpool,0,3x3 avgpool
0.243,0,3x3 avgpool,0,3x3 dconv
0.2543,0,3x3 avgpool,0,5x5 dconv
0.2682,0,3x3 avgpool,0,7x7 dconv
0.3611,0,3x3 avgpool,0,1x7-7x1 conv
0.1558,0,3x3 avgpool,0,3x3 maxpool
0.1487,0,3x3 avgpool,0,3x3 avgpool
0.2616,0,3x3 dconv,0,3x3 dconv,0,3x3 dconv,0,3x3 avgpool
0.2657,0,5x5 dconv,0,3x3 dconv,0,3x3 dconv,0,3x3 avgpool
0.2861,0,7x7 dconv,0,3x3 dconv,0,3x3 dconv,0,3x3 avgpool
0.344,0,1x7-7x1 conv,0,3x3 dconv,0,3x3 dconv,0,3x3 avgpool
0.2852,0,3x3 dconv,0,5x5 dconv,0,3x3 dconv,0,3x3 avgpool
0.281,0,5x5 dconv,0,5x5 dconv,0,3x3 dconv,0,3x3 avgpool
0.2595,0,3x3 maxpool,0,3x3 dconv,0,3x3 dconv,0,3x3 avgpool
0.303,0,7x7 dconv,0,5x5 dconv,0,3x3 dconv,0,3x3 avgpool
0.2544,0,3x3 avgpool,0,3x3 dconv,0,3x3 dconv,0,3x3 avgpool
0.3864,0,1x7-7x1 conv,0,5x5 dconv,0,3x3 dconv,0,3x3 avgpool
0.25,0,3x3 dconv,0,3x3 dconv,1,3x3 dconv,0,3x3 avgpool
0.3019,0,3x3 dconv,0,7x7 dconv,0,3x3 dconv,0,3x3 avgpool
0.2865,0,3x3 maxpool,0,5x5 dconv,0,3x3 dconv,0,3x3 avgpool
0.2493,0,5x5 dconv,0,3x3 dconv,1,3x3 dconv,0,3x3 avgpool
0.3125,0,5x5 dconv,0,7x7 dconv,0,3x3 dconv,0,3x3 avgpool
0.3098,0,7x7 dconv,0,3x3 dconv,1,3x3 dconv,0,3x3 avgpool
0.3125,0,7x7 dconv,0,7x7 dconv,0,3x3 dconv,0,3x3 avgpool
0.2969,0,3x3 avgpool,0,5x5 dconv,0,3x3 dconv,0,3x3 avgpool
0.2635,0,3x3 dconv,0,3x3 dconv,0,3x3 dconv,1,3x3 avgpool
0.2976,0,3x3 dconv,0,3x3 dconv,0,5x5 dconv,0,3x3 avgpool
0.3705,0,1x7-7x1 conv,0,3x3 dconv,1,3x3 dconv,0,3x3 avgpool
0.3641,0,1x7-7x1 conv,0,7x7 dconv,0,3x3 dconv,0,3x3 avgpool
0.2891,0,3x3 dconv,0,5x5 dconv,1,3x3 dconv,0,3x3 avgpool
0.2717,0,5x5 dconv,0,3x3 dconv,0,3x3 dconv,1,3x3 avgpool
0.2976,0,5x5 dconv,0,3x3 dconv,0,5x5 dconv,0,3x3 avgpool
0.317,0,5x5 dconv,0,5x5 dconv,1,3x3 dconv,0,3x3 avgpool
0.2559,0,3x3 maxpool,0,3x3 dconv,1,3x3 dconv,0,3x3 avgpool
0.2948,0,7x7 dconv,0,3x3 dconv,0,3x3 dconv,1,3x3 avgpool
0.3599,0,3x3 dconv,0,1x7-7x1 conv,0,3x3 dconv,0,3x3 avgpool
0.2438,0,3x3 maxpool,0,7x7 dconv,0,3x3 dconv,0,3x3 avgpool
0.3177,0,7x7 dconv,0,3x3 dconv,0,5x5 dconv,0,3x3 avgpool
0.2805,0,7x7 dconv,0,5x5 dconv,1,3x3 dconv,0,3x3 avgpool
0.3892,0,5x5 dconv,0,1x7-7x1 conv,0,3x3 dconv,0,3x3 avgpool
0.3773,0,1x7-7x1 conv,0,3x3 dconv,0,3x3 dconv,1,3x3 avgpool
0.3868,0,1x7-7x1 conv,0,3x3 dconv,0,5x5 dconv,0,3x3 avgpool
0.2611,0,3x3 dconv,0,5x5 dconv,0,3x3 dconv,1,3x3 avgpool
0.2486,0,3x3 avgpool,0,3x3 dconv,1,3x3 dconv,0,3x3 avgpool
0.296,0,3x3 avgpool,0,7x7 dconv,0,3x3 dconv,0,3x3 avgpool
0.3065,0,3x3 dconv,0,5x5 dconv,0,5x5 dconv,0,3x3 avgpool
0.385,0,7x7 dconv,0,1x7-7x1 conv,0,3x3 dconv,0,3x3 avgpool
0.3745,0,1x7-7x1 conv,0,5x5 dconv,1,3x3 dconv,0,3x3 avgpool
0.2604,0,5x5 dconv,0,5x5 dconv,0,3x3 dconv,1,3x3 avgpool
0.2287,0,3x3 maxpool,0,3x3 dconv,0,3x3 dconv,1,3x3 avgpool
0.2535,0,5x5 dconv,0,5x5 dconv,0,5x5 dconv,0,3x3 avgpool
0.2673,0,3x3 maxpool,0,3x3 dconv,0,5x5 dconv,0,3x3 avgpool
0.3001,0,3x3 dconv,0,7x7 dconv,1,3x3 dconv,0,3x3 avgpool
0.4052,0,1x7-7x1 conv,0,1x7-7x1 conv,0,3x3 dconv,0,3x3 avgpool
0.2913,0,7x7 dconv,0,5x5 dconv,0,3x3 dconv,1,3x3 avgpool
0.2769,0,3x3 maxpool,0,5x5 dconv,1,3x3 dconv,0,3x3 avgpool
0.2924,0,7x7 dconv,0,5x5 dconv,0,5x5 dconv,0,3x3 avgpool
0.2656,0,5x5 dconv,0,7x7 dconv,1,3x3 dconv,0,3x3 avgpool
0.2466,0,3x3 avgpool,0,3x3 dconv,0,3x3 dconv,1,3x3 avgpool
0.268,0,3x3 avgpool,0,3x3 dconv,0,5x5 dconv,0,3x3 avgpool
0.3573,0,3x3 maxpool,0,1x7-7x1 conv,0,3x3 dconv,0,3x3 avgpool
0.3596,0,1x7-7x1 conv,0,5x5 dconv,0,3x3 dconv,1,3x3 avgpool
0.3158,0,7x7 dconv,0,7x7 dconv,1,3x3 dconv,0,3x3 avgpool
0.3877,0,1x7-7x1 conv,0,5x5 dconv,0,5x5 dconv,0,3x3 avgpool
0.2547,0,3x3 dconv,0,3x3 maxpool,0,3x3 dconv,0,3x3 avgpool
0.2368,0,3x3 avgpool,0,5x5 dconv,1,3x3 dconv,0,3x3 avgpool
0.2945,0,3x3 dconv,0,3x3 dconv,1,3x3 dconv,1,3x3 avgpool
0.2674,0,3x3 dconv,0,7x7 dconv,0,3x3 dconv,1,3x3 avgpool
0.2707,0,3x3 dconv,0,3x3 dconv,1,5x5 dconv,0,3x3 avgpool
0.3052,0,3x3 dconv,0,7x7 dconv,0,5x5 dconv,0,3x3 avgpool
0.3003,0,5x5 dconv,0,3x3 maxpool,0,3x3 dconv,0,3x3 avgpool
0.275,0,3x3 maxpool,0,5x5 dconv,0,3x3 dconv,1,3x3 avgpool
0.3806,0,1x7-7x1 conv,0,7x7 dconv,1,3x3 dconv,0,3x3 avgpool
0.3707,0,3x3 avgpool,0,1x7-7x1 conv,0,3x3 dconv,0,3x3 avgpool
0.2896,0,3x3 maxpool,0,5x5 dconv,0,5x5 dconv,0,3x3 avgpool
0.2781,0,5x5 dconv,0,3x3 dconv,1,3x3 dconv,1,3x3 avgpool
0.3024,0,5x5 dconv,0,7x7 dconv,0,3x3 dconv,1,3x3 avgpool
0.2767,0,5x5 dconv,0,3x3 dconv,1,5x5 dconv,0,3x3 avgpool
0.3019,0,5x5 dconv,0,7x7 dconv,0,5x5 dconv,0,3x3 avgpool
0.2953,0,7x7 dconv,0,3x3 maxpool,0,3x3 dconv,0,3x3 avgpool
0.3022,0,7x7 dconv,0,3x3 dconv,1,3x3 dconv,1,3x3 avgpool
0.3738,0,3x3 dconv,0,1x7-7x1 conv,1,3x3 dconv,0,3x3 avgpool
0.3237,0,7x7 dconv,0,7x7 dconv,0,3x3 dconv,1,3x3 avgpool
0.2667,0,3x3 maxpool,0,7x7 dconv,1,3x3 dconv,0,3x3 avgpool
0.2914,0,7x7 dconv,0,3x3 dconv,1,5x5 dconv,0,3x3 avgpool
0.262,0,3x3 avgpool,0,5x5 dconv,0,3x3 dconv,1,3x3 avgpool
0.3216,0,7x7 dconv,0,7x7 dconv,0,5x5 dconv,0,3x3 avgpool
0.2583,0,3x3 avgpool,0,5x5 dconv,0,5x5 dconv,0,3x3 avgpool
0.2933,0,3x3 dconv,0,3x3 dconv,0,5x5 dconv,1,3x3 avgpool
0.3629,0,1x7-7x1 conv,0,3x3 maxpool,0,3x3 dconv,0,3x3 avgpool
0.3835,0,5x5 dconv,0,1x7-7x1 conv,1,3x3 dconv,0,3x3 avgpool
0.3756,0,1x7-7x1 conv,0,3x3 dconv,1,3x3 dconv,1,3x3 avgpool
0.3697,0,1x7-7x1 conv,0,7x7 dconv,0,3x3 dconv,1,3x3 avgpool
0.376,0,1x7-7x1 conv,0,3x3 dconv,1,5x5 dconv,0,3x3 avgpool
0.3584,0,1x7-7x1 conv,0,7x7 dconv,0,5x5 dconv,0,3x3 avgpool
0.2855,0,3x3 dconv,0,5x5 dconv,1,3x3 dconv,1,3x3 avgpool
0.253,0,3x3 dconv,0,3x3 dconv,0,7x7 dconv,0,3x3 avgpool
0.2951,0,3x3 avgpool,0,7x7 dconv,1,3x3 dconv,0,3x3 avgpool
0.3057,0,5x5 dconv,0,3x3 dconv,0,5x5 dconv,1,3x3 avgpool
